id,numero,rep,TypeVoie,NomVoieReste,code_postal,nom_commune,x,y,IdentifiantImmeuble,NumeroVoieImmeuble,ComplementNumeroVoieImmeuble,TypeVoieImmeuble,NomVoieImmeuble,CodePostalImmeuble,CommuneImmeuble,CoordonneeImmeubleX,CoordonneeImmeubleY,Label
12131_0525_00081,81,,Impasse,de la Baryte,12740,La Loubière,672339.86,6362775.95,IMB/12131/X/00NP,81,,Impasse,de la Baryte,12740,La Loubière,672350.7902,6362772.312,1
12131_0014_00254,254,,rue,des Baissassous,12740,La Loubière,672808.26,6367298.66,IMB/12028/X/005T,17,,rue,de la Guiraldie,12300,Boisse-Penchot,636900.8036,6387836.069,0
12131_0036_00222,222,,chemin,de Cayssac,12740,La Loubière,672858.14,6367045.82,IMB/12131/X/00FP,222,,chemin,du Cayssac,12740,La Loubière,672846.4103,6367040.198,1
12011_3bjv7m_00068,68,,route,du Gazet,12120,Arvieu,672918.61,6343364.46,IMB/12189/X/0060,1084,,route,de Pradinas,12240,Pradinas,641004.291,6350107.571,0
12131_0554_02042,2042,,route,des Naucelats,12740,La Loubière,672978.87,6363241.76,IMB/12033/X/016G,2,,passage,des Rosiers,12340,Bozouls,678814.5718,6371189.796,0
12172_99aej5_00040,40,,place,du Couderc,12190,Le Nayrac,673103.92,6390532.18,IMB/12076/X/00UY,4,,chemin,de Batiste,12320,Conques-en-Rouergue,654018.0875,6389748.034,0
12131_0036_00677,677,,chemin,de Cayssac,12740,La Loubière,673125.05,6366847.6,IMB/12270/X/03L1,4,,impasse,du Tivoli,12150,Sévérac d'Aveyron,705844.1294,6357858.729,0
12164_0360_00022,22,,,Grand Rue,12600,Mur-de-Barrez,673150.03,6416238.98,IMB/12013/X/0150,3,,place,de la République,12110,Aubin,641437.0727,6381268.803,0
12172_am4qwo_00074,74,,rue,du Couderc,12190,Le Nayrac,673155.88,6390550.28,IMB/12283/X/0042,8,,route,des Carrières,12290,Trémouilles,671573.8778,6349509.054,0
12131_0036_00717,717,,Chemin,de Cayssac,12740,La Loubière,673162.02,6366832.11,IMB/12131/X/000A,717,,Chemin,du Cayssac,12740,La Loubière,673161.3749,6366838.995,1
12164_0040_00002,2,,rue,de la Berque,12600,Mur-de-Barrez,673176.11,6416385.48,IMB/12223/X/005U,3,,lieu dit,la Croix Rouge,12420,Argences en Aubrac,681932.5114,6407042.748,0
12129_h8xumz_00013,13,,lieu dit,Thouels,12430,Lestrade-et-Thouels,673205.56,6327343.63,IMB/12129/X/008P,13,,lieu dit,Thouels,12430,Lestrade-et-Thouels,673217.7042,6327339.192,1
12131_0036_00769,769,,Chemin,de Cayssac,12740,La Loubière,673208.2,6366810.25,IMB/12131/X/0001,769,,Chemin,du Cayssac,12740,La Loubière,673208.1427,6366820.459,1
12277_3labir_00083,83,,rue,du Puech de Lestrade,12600,Taussac,673215.16,6413591.09,IMB/12198/X/002X,1,,place,de la Vierge,12240,Rieupeyroux,639168.9715,6356753.743,0
12131_0036_00781,781,,Chemin,de Cayssac,12740,La Loubière,673217.08,6366802.33,IMB/12131/X/000L,781,,Chemin,du Cayssac,12740,La Loubière,673216.7916,6366814.222,1
12131_0036_00791,791,,Chemin,de Cayssac,12740,La Loubière,673227.59,6366800.51,IMB/12131/X/000K,791,,Chemin,du Cayssac,12740,La Loubière,673227.7605,6366823.691,1
12277_fetlh3_00319,319,,rue,du Tillou,12600,Taussac,673229.18,6414206.26,IMB/12208/X/00EV,9,,boulevard,Charles de Gaulle,12400,St-Affrique,690800.1076,6317743.357,0
12172_rby001_00169,169,,impasse,des Artisans,12190,Le Nayrac,673538.96,6390100.67,IMB/12076/X/0061,6,,route,de Contensous,12320,Conques-en-Rouergue,648445.8037,6390054.781,0
12209_b292_00006,6,,lotissement,Beau Soleil,12460,Saint-Amans-des-Cots,673547.66,6398465.54,IMB/12043/X/00MA,118,,rue,des Pionniers,12450,Calmont,663423.3957,6349972.137,0
12001_0007_00002,2,,rue,Jean Boudou,12630,Agen-d'Aveyron,673913.37,6362104.23,IMB/12280/X/003J,1,,lieu dit,Gorse,12600,Thérondels,680998.2046,6420364.421,0
12001_0012_00003,3,,impasse,Emma Calve,12630,Agen-d'Aveyron,673940.07,6362179.22,IMB/12205/X/002Y,30,,route,de la Sicardié,12200,La Rouquette,621092.1008,6357979.736,0
12283_8o0cb6_00010,10,,rue,des Viviers,12290,Trémouilles,674150.38,6348580.46,IMB/12172/X/00H2,131,,rue,du Couderc,12190,Le Nayrac,673174.3411,6390504.976,0
12250_4jogoo_00002,2,,lieu dit,La Bouscarie,12460,Saint-Symphorien-de-Thénières,674396.46,6404487.55,IMB/12250/X/001O,2,,lieu dit,la Bouscarié,12460,St-Symphorien-de-Thénières,674408.1445,6404493.272,1
12001_0068_00004,4,,impasse,des Clauzades,12630,Agen-d'Aveyron,674456.56,6361772.06,IMB/12205/X/0066,222,,rue,des Buis,12200,La Rouquette,617632.4553,6360503.856,0
12001_0033_00011,11,,rue,de la Milhau,12630,Agen-d'Aveyron,674608.84,6362117.5,IMB/12001/X/00CX,11,,rue,de la Milhau,12630,Agen-d'Aveyron,674620.0812,6362123.843,1
12250_ymk9cp_00001,1,,place,de l’Église,12460,Saint-Symphorien-de-Thénières,674625.49,6404427.86,IMB/12013/X/008K,39,,avenue,du Lycée,12110,Aubin,639542.2343,6381557.042,0
12172_0043_00726,726,,route,de la Montagne de Prat,12190,Le Nayrac,674742.84,6390353.74,IMB/12172/X/00M0,726,,route,de la Montagne de Prat,12190,Le Nayrac,674747.036,6390366.076,1
12103_0080_00375,375,,rue,du Lac de la Selve,12140,Florentin-la-Capelle,674838.67,6394692,IMB/12103/X/0019,375,,rue,du Lac de la Selve,12140,Florentin-la-Capelle,674835.4403,6394704.511,1
12037_0045_00004,4,,avenue,de Brousse,12480,Broquiès,675518.97,6322983.91,IMB/12037/X/0005,4,,avenue,de Brousse,12480,Broquiès,675531.6775,6322986.543,1
12006_b167_00002,2,,mas,Nespoulous,12430,Alrance,675665.43,6335026.71,IMB/12203/X/009E,5,,rue,Robert Migairou,12250,Roquefort-sur-Soulzon,696964.4242,6319477.315,0
12037_0100_00010,10,,avenue,de Saint - Affrique,12480,Broquiès,675738.19,6322992.95,IMB/12120/X/007J,4,,impasse,des Églantiers,12310,Laissac-Sévérac l'Église,686520.9274,6364419.583,0
12157_a310_00018,18,,lotissement,le Hameau du Causse 3,12630,Montrozier,675739.19,6366763.21,IMB/12208/X/01X1,5,,rue,de Provence,12400,St-Affrique,689705.5764,6317999.336,0
12006_hg5ju1_00002,2,,lieu dit,la Vacaresse,12430,Alrance,676144.69,6335053.55,IMB/12006/X/00BA,2,,lieu dit,la Vacaresse,12430,Alrance,676132.8704,6335058.907,1
12157_0610_00065,65,,route,de Rodez,12630,Montrozier,676479.47,6365671.93,IMB/12225/X/009H,13,,route,de Linas,12100,St-Georges-de-Luzençon,699021.3765,6330559.684,0
12299_0024_00024,24,,Chemin,de la Carral,12430,Villefranche-de-Panat,676497.28,6331368.14,IMB/12008/X/0001,1,,Chemin,de la Carrière,12390,Anglars-St-Félix,641301.2653,6369759.877,0
12036_cqnd4s_00006,6,,lieu dit,Bonan,12600,Brommat,676530.42,6411820.25,IMB/12036/X/005H,6,,lieu dit,Bonan,12600,Brommat,676541.8843,6411814.086,1
12157_0015_00825,825,,route,d’Agen,12630,Montrozier,676798.26,6366124.56,IMB/12224/X/02CU,12,,rue,Riviè,12130,St-Geniez-d'Olt-et-d'Aubrac,698018.3711,6374216.493,0
12079_0208_00412,412,,route,du Soulies,12190,Coubisou,677071.33,6384496.02,IMB/12079/X/00GZ,412,,route,du Soulies,12190,Coubisou,677083.9426,6384498.775,1
12079_0040_00514,514,,route,du Carbonnier,12190,Coubisou,677311.73,6384011.83,IMB/12079/X/003E,514,,route,du Carbonnier,12190,Coubisou,677324.4086,6384014.491,1
12079_0043_00083,83,,rue,de la Carriere,12190,Coubisou,677392.11,6386435.46,IMB/12079/X/00GT,83,,rue,de la Carrière,12190,Coubisou,677399.252,6386446.283,1
12033_0116_00002,2,,rue,du Vieux Pont,12340,Bozouls,677466.67,6374442.66,IMB/12033/X/01GG,2,,rue,du Vieux Pont,12340,Bozouls,677459.3691,6374431.947,1
12079_0069_00258,258,,route,de Coubisou,12190,Coubisou,677670.36,6383079.55,IMB/12223/X/00MV,5,,cote,du Triadou,12420,Argences en Aubrac,680568.6169,6413051.141,0
12250_eo0olo_00002,2,,lieu dit,Le Charlet,12460,Saint-Symphorien-de-Thénières,677752.03,6403419.94,IMB/12250/X/0019,2,,lieu dit,le Charlet,12460,St-Symphorien-de-Thénières,677739.5097,6403416.805,1
12033_0101_00019,19,,rue,les Teulieres,12340,Bozouls,677785.78,6375220.35,IMB/12200/X/00EY,1,,rue,Anne Marie Roudil,12640,Rivière-sur-Tarn,710511.7241,6343349.724,0
12280_85w4c9_00002,2,,lieu dit,Septfonds,12600,Thérondels,677929.83,6421168.63,IMB/12105/X/001R,176,,impasse,du Pré Blanc,12270,La Fouillade,622368.5101,6346864.704,0
12157_0400_00185,185,,route,de Laissac,12630,Montrozier,678046.92,6367045.45,IMB/12157/X/00CW,185,,route,de Laissac,12630,Montrozier,676835.1015,6366304.05,1
12157_0400_00835,835,,route,de Laissac,12630,Montrozier,678046.92,6367045.45,IMB/12098/X/00LM,8,,rue,François d'Estaing,12190,Estaing,673908.7109,6384328.376,0
12011_sl068o_00011,11,,chemin,des Caumettes,12120,Arvieu,678055.79,6343894.35,IMB/12220/X/0017,1,,place,Poussaranquette,12230,Ste-Eulalie-de-Cernon,710852.175,6320363.895,0
12033_0032_00004,4,,rue,Etienne Bastide,12340,Bozouls,678227.54,6375014.51,IMB/12102/X/00IR,20,,lotissement,du Lavoir de Vernières,12450,Flavin,668681.8381,6354723.648,0
12033_0115_00017,17,,rue,Henri Vernhes,12340,Bozouls,678273.68,6375292.74,IMB/12033/X/004U,17,,rue,Henri Vernhes,12340,Bozouls,678261.1837,6375289.111,1
12033_0041_00013,13,,rue,des Grillons,12340,Bozouls,678287.23,6375001.42,IMB/12224/X/00WE,11,,rue,du Stade,12130,St-Geniez-d'Olt-et-d'Aubrac,698523.5698,6374328.409,0
12033_0171_00004,4,,rue,du Monteil,12340,Bozouls,678289.23,6371553.38,IMB/12079/X/006C,93,,chemin,des Babielles,12190,Coubisou,677688.3263,6385131.747,0
12033_0125_00009,9,,rue,Henri Canonge,12340,Bozouls,678344.21,6375080.21,IMB/12094/X/0131,429,,route,de Banroques,12140,Entraygues-sur-Truyère,663094.1744,6394507.6,0
12033_0014_00001,1,,rue,du Causse Comtal,12340,Bozouls,678353.21,6374622.5,IMB/12033/X/01F6,1,,rue,du Causse Comtal,12340,Bozouls,678353.1165,6374635.478,1
12033_0049_00005,5,,rue,des Jardins,12340,Bozouls,678357.59,6374692.8,IMB/12002/X/0054,9,,plan,du Foirail,12520,Aguessac,707776.1234,6339758.206,0
12033_0151_00009,9,,rue,Joseph Sarrois,12340,Bozouls,678385.6,6375343.45,IMB/12171/X/006I,2595,,route,de Leguens,12330,Nauviale,653276.1356,6378965.74,0
12033_0030_00007,7,,impasse,Elie Plegat,12340,Bozouls,678477.43,6375079.19,IMB/12033/X/014R,7,,impasse,Elie Plégat,12340,Bozouls,678477.2526,6375092.194,1
12253_rr1y39_00009,9,,route,de l’Égalité,12410,Salles-Curan,678715.27,6341814.16,IMB/12034/X/004D,1633,,route,de Loudes,12350,Brandonnet,630652.5669,6367151.575,0
12079_0116_00026,26,,route,de Galamans,12190,Coubisou,678962.15,6381959.37,IMB/12095/X/001E,797,,route,de la Fage,12390,Escandolières,646807.3429,6374777.021,0
12253_ogty0m_00004,4,,route,des Genêts,12410,Salles-Curan,679694.05,6343326.03,IMB/12253/X/01PS,4,,route,des Genêts,12410,Salles-Curan,681247.5485,6343379.705,1
12096_1200_00001_a,1,a,avenue,de Saint-Pierre,12500,Espalion,679798.33,6380635.72,IMB/12096/X/0085,1,a,avenue,de Saint-Pierre,12500,Espalion,680900.1402,6380120.614,1
12096_1200_00009_bis,9,b,avenue,de Saint-Pierre,12500,Espalion,679798.33,6380635.72,IMB/12210/X/007T,620,,route,de la Fouillade,12270,St-André-de-Najac,623053.2442,6344609.526,0
12025_59m2ga_00013,13,,lieu dit,le Peyssel,12370,Belmont-sur-Rance,679913.6,6304029.49,IMB/12095/X/000S,44,,impasse,des Noyers,12390,Escandolières,649318.346,6373974.789,0
12050_0060_00024,24,,rue,du Couderc,12290,Canet-de-Salars,679998.74,6348505.1,IMB/12050/X/006F,24,,rue,du Couderc,12290,Canet-de-Salars,679989.1265,6348513.883,1
12096_rn39p0_00012,12,,rue,de la Garde,12500,Espalion,680027.64,6381945.33,IMB/12096/X/015C,12,,rue,de la Lande,12500,Espalion,680880.202,6380346.361,1
12096_rn39p0_00010,10,,rue,de la Garde,12500,Espalion,680061.72,6381995.77,IMB/12096/X/0156,10,,rue,de la Lande,12500,Espalion,680948.5692,6380327.843,1
12253_l1ft8x_00081,81,,route,du Charrouzech,12410,Salles-Curan,680075.5,6344255.4,IMB/12057/X/005H,3,,rue,de la Côte Vieille,12120,Cassagnes-Bégonhès,662249.4648,6341190.613,0
12253_l1ft8x_00081,81,,route,du Charrouzech,12410,Salles-Curan,680075.5,6344255.4,IMB/12056/X/02MV,41,,route,de Vors,12160,Baraqueville,654855.7164,6353328.91,0
12096_rn39p0_00004,4,,rue,de la Garde,12500,Espalion,680184.46,6381890.85,IMB/12096/X/0159,4,,rue,de la Lande,12500,Espalion,680962.364,6380391.725,1
12096_rn39p0_00002,2,,rue,de la Garde,12500,Espalion,680207.17,6381885.67,IMB/12096/X/015B,2,,rue,de la Lande,12500,Espalion,680949.687,6380411.972,1
12096_rn39p0_00001,1,,rue,de la Garde,12500,Espalion,680238.29,6381853.24,IMB/12096/X/0158,1,,rue,de la Lande,12500,Espalion,680989.9489,6380409.745,1
12096_a045_00001,1,,lotissement,les Peupliers,12500,Espalion,680304.28,6381159.43,IMB/12206/X/007N,43,,rue,de la Sole,12220,Roussennac,640850.4187,6373160.755,0
12223_k0wldb_00006,6,,rue,de la Combrie,12420,Argences en Aubrac,680451.52,6407240.54,IMB/12223/X/00GI,6,,rue,de la Combrie,12420,Argences en Aubrac,680441.01,6407248.11,1
12096_0040_00040,40,,route,d'Alayrac,12500,Espalion,680808.79,6381369.37,IMB/12300/X/0106,12,,avenue,du Ségala,12200,Villefranche-de-Rouergue,623217.9803,6361354.161,0
12280_0120_00008,8,,rue,Pierre et Marie Curie,12600,Thérondels,680824.93,6421719.84,IMB/12255/X/007S,244,,rue,Henri Saurel,12120,Salmiech,665137.8147,6342605.365,0
12096_0620_00055,55,,boulevard,Joseph Poulenc,12500,Espalion,680958.73,6380111.45,IMB/12096/X/00BD,55,,boulevard,Joseph Poulenc,12500,Espalion,680969.1609,6380103.789,1
12096_0360_00025,25,,avenue,d'Estaing,12500,Espalion,681016.12,6380798.44,IMB/12096/X/0018,25,,avenue,d'Estaing,12500,Espalion,681011.1029,6380786.468,1
12096_0160_00014,14,,rue,Camille Violand,12500,Espalion,681016.62,6380461.96,IMB/12096/X/010H,14,,rue,Camille Violand,12500,Espalion,681025.9796,6380470.961,1
12280_8c8fe4_00001,1,,lieu dit,Secroup,12600,Thérondels,681047.27,6419804.78,IMB/12252/X/001O,1077,,route,de la Mothe,12260,Salles-Courbatiès,628654.5681,6374597.164,0
12096_0360_00003,3,,avenue,d'Estaing,12500,Espalion,681273.03,6380636.04,IMB/12096/X/001Y,3,,avenue,d'Estaing,12500,Espalion,681260.0901,6380637.006,1
12096_0480_00039,39,,avenue,de la Gare,12500,Espalion,681287.73,6380129.67,IMB/12096/X/004A,39,,avenue,de la Gare,12500,Espalion,681300.1964,6380126.217,1
12096_0840_00013,13,,rue,de Perse,12500,Espalion,681290.78,6380192.87,IMB/12096/X/0169,13,,rue,de Perse,12500,Espalion,681283.4039,6380203.483,1
12096_1265_00004,4,,rue,du Soleil Levant,12500,Espalion,681292.7,6379955.15,IMB/12026/X/000R,48,,impasse,du Fourniol,12310,Bertholène,682844.5919,6367956.211,0
12096_a007_00020,20,,lotissement,les Hauts de Calières,12500,Espalion,681323.87,6381081.89,IMB/12197/X/00WF,10,,rue,des de Panât,12170,Réquista,662911.6282,6325866.628,0
12096_a007_00022,22,,lotissement,les Hauts de Calières,12500,Espalion,681338.39,6381103.51,IMB/12096/X/00TI,22,,lotissement,les Hauts de Calière,12500,Espalion,681351.3192,6381104.321,1
12096_0660_00022,22,,avenue,de Laguiole,12500,Espalion,681358.51,6380841.51,IMB/12096/X/0056,22,,avenue,de Laguiole,12500,Espalion,681358.5668,6380854.504,1
12223_4i1veq_00002,2,,impasse,de la Deveze de Vic,12420,Argences en Aubrac,681408.2,6411725.18,IMB/12244/X/00ET,5,,impasse,de Comberoubi,12490,St-Rome-de-Tarn,692788.0754,6327020.177,0
12096_0420_00003,3,,rue,de la Fontsange,12500,Espalion,681434.09,6379955.61,IMB/12100/X/00C1,48,,rue,de Borredon,12300,Firmi,645123.0735,6383396.403,0
12096_0420_00005,5,,rue,de la Fontsange,12500,Espalion,681445.58,6379943.69,IMB/12157/X/00I0,40,,rue,des Écoles,12630,Montrozier,676687.7378,6366219.854,0
12096_0420_00007,7,,rue,de la Fontsange,12500,Espalion,681454.61,6379935.34,IMB/12049/X/007R,23,,route,de Polissal,12580,Campuac,667045.9212,6384959.631,0
12096_0420_00009,9,,rue,de la Fontsange,12500,Espalion,681463.72,6379925.65,IMB/12168/X/00IK,18,,rue,du Faubourg Bas,12230,Nant,724382.3311,6324658.676,0
12096_0420_00002,2,,rue,de la Fontsange,12500,Espalion,681605.01,6379754.05,IMB/12168/X/00JC,18,,rue,du Faubourg Haut,12230,Nant,724019.5805,6324928.221,0
12096_0420_00004,4,,rue,de la Fontsange,12500,Espalion,681629.91,6379735.65,IMB/12026/X/00GV,1280,,rue,de la Mine,12310,Bertholène,681043.4083,6365003.857,0
12096_0420_00006,6,,rue,de la Fontsange,12500,Espalion,681672.49,6379727.64,IMB/12168/X/00IX,29,,rue,du Faubourg Bas,12230,Nant,724377.9079,6324712.139,0
12280_sqycr6_00002,2,,lieu dit,Banes,12600,Thérondels,681689.1,6421023.4,IMB/12280/X/002E,2,,lieu dit,Banes,12600,Thérondels,681680.4424,6421033.009,1
12064_0030_00530,530,,route,du Baures,12500,Le Cayrol,681861.44,6388306.42,IMB/12052/X/01NS,44,,rue,Vincent Auriol,12700,Capdenac-Gare,627175.3152,6385599.97,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12119/X/00BD,12,,rue,Marcellin Cazes,12210,Laguiole,687327.0143,6398576.677,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12282/X/003X,7,,residence,les Faysses,12250,Tournemire,701858.5404,6318228.599,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12057/X/000N,8,,rue,de la Côte Vieille,12120,Cassagnes-Bégonhès,662247.3647,6341216.504,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12033/X/00EO,6,,rue,Marc André Fabre,12340,Bozouls,677827.2457,6374780.125,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12131/X/0026,14,,chemin,de la Bourgade,12740,La Loubière,670550.3503,6367863.699,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12305/X/00CT,28,,rue,de Cérons,12110,Viviez,639057.756,6383399.381,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12169/X/00AC,11,,avenue,de Sauveterre de Rouergue,12800,Naucelle,647065.5206,6345065.067,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12301/X/0190,24,,faubourg,du Grès,12260,Villeneuve,623252.6239,6371171.837,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12089/X/01FF,55,b,rue,Edouard Vaillant,12300,Decazeville,639601.0179,6384676.335,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12052/X/00ZQ,3,,rue,des Oeillets,12700,Capdenac-Gare,627226.1456,6385784.763,0
12253_4e04kw_00080,80,,route,de Saint-Martin,12410,Salles-Curan,681922.82,6342467.44,IMB/12270/X/03L5,30,,avenue,de Paris,12150,Sévérac d'Aveyron,705202.8862,6358820.189,0
12096_0541_00018,18,,rue,les Hauts du Roc,12500,Espalion,681962.21,6380535.49,IMB/12208/X/00PR,72,,chemin,de la Croix de Montels,12400,St-Affrique,689908.1766,6318003.773,0
12253_4e04kw_00028,28,,route,de Saint-Martin,12410,Salles-Curan,682044.02,6343419.45,IMB/12253/X/00RQ,28,,route,de Saint-Martin,12410,Salles-Curan,682040.6415,6343406.954,1
12096_1120_00034,34,,avenue,de Saint-Côme,12500,Espalion,682136.58,6380399.91,IMB/12052/X/01KI,34,,rue,Roger Salengro,12700,Capdenac-Gare,627434.6672,6385513.479,0
12096_1120_00052,52,,avenue,de Saint-Côme,12500,Espalion,682257.02,6380301.7,IMB/12052/X/00M7,14,,lotissement,le Ségala,12700,Capdenac-Gare,627355.6289,6386011.217,0
12096_0376_00003_c,3,c,rue,de Flaujac,12500,Espalion,682528.39,6380233.85,IMB/12210/X/002Y,660,,route,de Laguepie,12270,St-André-de-Najac,622841.9184,6343760.591,0
12253_0090_00016,16,,chemin,de la Fourniserie,12410,Salles-Curan,682642.23,6342495.42,IMB/12253/X/01PC,16,,chemin,de la Fourniserie,12410,Salles-Curan,682638.7928,6342507.896,1
12253_gz6m5l_00009,9,,rue,du Lavoir,12410,Salles-Curan,682860.11,6342502.49,IMB/12253/X/004F,9,,rue,du Lavoir,12410,Salles-Curan,682859.596,6342489.523,1
12096_0423_00015,15,,rue,du Barri,12500,Espalion,683135.02,6380918.91,IMB/12303/X/001C,35,,place,de Bel Air,12310,Vimenet,694114.9015,6366565.374,0
12026_0129_00034,34,,impasse,des Souches,12310,Bertholène,683214.8,6366027.84,IMB/12026/X/00F3,34,,impasse,des Souches,12310,Bertholène,683215.1816,6366040.798,1
12253_qcbga8_00003,3,,lieu dit,Marragou,12410,Salles-Curan,683351.05,6342697.71,IMB/12138/X/009J,14,,avenue,de Malviès,12330,Marcillac-Vallon,657537.7558,6375070.335,0
12253_qcbga8_00005,5,,lieu dit,Marragou,12410,Salles-Curan,683369.27,6342693.78,IMB/12253/X/016W,5,,lieu dit,Marragou,12410,Salles-Curan,685131.6231,6342475.365,1
12253_qcbga8_00004,4,,lieu dit,Marragou,12410,Salles-Curan,683425.98,6342673.74,IMB/12253/X/01N9,4,,lieu dit,Marragou,12410,Salles-Curan,682159.6203,6341748.058,1
12026_0030_00012,12,,ruelle,des Cedres,12310,Bertholène,683430.36,6365036.79,IMB/12026/X/002V,12,,ruelle,des Cèdres,12310,Bertholène,683421.3542,6365046.163,1
12064_0013_00032,32,,route,de l’Aubrac,12500,Le Cayrol,683530.72,6387677.21,IMB/12300/X/021R,4,,cote,de Graves,12200,Villefranche-de-Rouergue,622224.2187,6362969.451,0
12106_lv1tyf_00152,152,,rue,Maurice Anglade,12340,Gabriac,683620.44,6372491.68,IMB/12060/X/001M,51,,impasse,du Bosc,12800,Castelmary,641043.6899,6340824.296,0
12273_0023_00001,1,,route,du Champ Grand,12210,Soulages-Bonneval,683681.9,6397498.63,IMB/12273/X/002V,1,,route,du Champ Grand,12210,Soulages-Bonneval,683669.6687,6397502.964,1
12223_llzq7e_00003,3,,rue,Alexis Monteil,12420,Argences en Aubrac,684271.48,6409710.9,IMB/12223/X/008U,3,,rue,Alexis Monteil,12420,Argences en Aubrac,684272.1308,6409723.824,1
12216_0419_00011,11,,avenue,de Saint Geniez,12500,Saint-Côme-d'Olt,685032.06,6379574.31,IMB/12273/X/002Z,3,,rue,de la Fage,12210,Soulages-Bonneval,683850.7665,6397332.412,0
12120_0095_00005,5,,impasse,des Bruyères,12310,Laissac-Sévérac l'Église,685369.2,6364769.25,IMB/12224/X/011S,13,,rue,Serpantie,12130,St-Geniez-d'Olt-et-d'Aubrac,698064.2651,6373596.694,0
12120_0095_00001,1,,impasse,des Bruyères,12310,Laissac-Sévérac l'Église,685375.97,6364801.45,IMB/12120/X/0076,1,,impasse,des Bruyères,12310,Laissac-Sévérac l'Église,685383.9378,6364811.731,1
12120_0120_00003,3,,impasse,du Crès,12310,Laissac-Sévérac l'Église,685399.78,6364591.32,IMB/12120/X/0094,3,,impasse,du Crès,12310,Laissac-Sévérac l'Église,685411.9392,6364595.738,1
12120_0051_00421,421,,avenue,de Rodez,12310,Laissac-Sévérac l'Église,685448.03,6364683.19,IMB/12286/X/00EP,101,,rue,du Mas de Gantou,12400,Vabres-l'Abbaye,686636.7719,6316007.614,0
12120_0048_00002,2,,rue,du Pendelys,12310,Laissac-Sévérac l'Église,685491.33,6364665.65,IMB/12120/X/00NZ,2,,rue,du Pendelys,12310,Laissac-Sévérac l'Église,685481.9442,6364656.738,1
12216_0251_00010,10,,rue,des Ginestes,12500,Saint-Côme-d'Olt,685838.87,6379608.1,IMB/12189/X/003A,268,,route,de la Bessière,12240,Pradinas,641111.3439,6352390.232,0
12286_0109_00305,305,,avenue,Montplaisir,12400,Vabres-l'Abbaye,686586.86,6316384.29,IMB/12286/X/003L,305,,avenue,Montplaisir,12400,Vabres-l'Abbaye,686581.7043,6316372.415,1
12286_0105_00127,127,,rue,du Mas de Gantou,12400,Vabres-l'Abbaye,686648.63,6315980.03,IMB/12253/X/007P,10,,rue,du 19 Mars 1962,12410,Salles-Curan,682860.3372,6342429.238,0
12286_0075_00001,1,,rue,des Genets,12400,Vabres-l'Abbaye,686653.74,6316460.37,IMB/12280/X/0016,7,,village,de Ladinhac,12600,Thérondels,677917.0669,6419950.464,0
12286_0095_00017,17,,rue,des Jardins,12400,Vabres-l'Abbaye,686818.57,6316041.23,IMB/12286/X/016L,17,,rue,des Jardins,12400,Vabres-l'Abbaye,686816.3342,6316028.509,1
12286_0105_00556,556,,rue,du Mas de Gantou,12400,Vabres-l'Abbaye,686902.78,6315960.61,IMB/12105/X/00AC,5,,rue,du Cavagnal,12270,La Fouillade,623225.4566,6348122.399,0
12266_n1qmnr_00501,501,,route,des Abiouradous,12290,Ségur,686914.31,6356642.99,IMB/12120/X/005X,10,,chemin,des Pesquiés,12310,Laissac-Sévérac l'Église,687671.9202,6362646.742,0
12286_0140_00210,210,,rue,du Pesquie,12400,Vabres-l'Abbaye,687084.06,6316116.02,IMB/12286/X/00BU,210,,rue,du Pesquié,12400,Vabres-l'Abbaye,687079.7957,6316128.295,1
12286_0056_00012,12,,rue,des Espalies,12400,Vabres-l'Abbaye,687104.12,6316184.98,IMB/12101/X/00A1,294,,route,de la Garrigal,12300,Flagnac,640444.938,6389584.315,0
12119_o6r0um_00004,4,,rue,Marcellin Cazes,12210,Laguiole,687456.72,6398405.64,IMB/12254/X/00VG,94,,rue,du Couvent,12330,Salles-la-Source,661924.3061,6368060.445,0
12120_0288_00320,320,,rue,du Ségala,12310,Laissac-Sévérac l'Église,687676.4,6363088.61,IMB/12120/X/00QQ,320,,rue,du Ségala,12310,Laissac-Sévérac l'Église,687680.9195,6363100.737,1
12120_0274_00087,87,,rue,du Ladou,12310,Laissac-Sévérac l'Église,687685.91,6362617.45,IMB/12120/X/00NK,87,,rue,du Ladou,12310,Laissac-Sévérac l'Église,687677.9141,6362627.74,1
